index,path,name
1662,\ayong36\stm32f407vgt6-expansion-board-v1,STM32F407VET6扩展板V1.0
1664,\qsszbsc\pcie-to-6-sata-expansion-cards,PCIE转6口SATA扩展卡_ASM1166
1665,\dingyi1215\h75024-inch-lcd8080-expansion-bo,H750_2.4寸LCD_8080拓展板
1666,\fanghaoling\rk3399-di-ban,RK3399底板
1667,\ming444\32-fei-xing-qi,stm32四轴飞行器
1668,\laobainb\stc-smart-car,STC智能小车
1669,\jasonyang17\gd32e230-jia-shi-qi,GD32E230智能加湿器
1670,\hutotda\stm32f411ceu6,STM32F411CEU6自带DAPLINK的最小系统板
1671,\yc15302549715\3jian-cv-xiao-jian-pan-_ch552g,CV小键盘
1672,\ming444\32-yao-kong,尚且能用的stm32遥控
1673,\ball_lightning\stc32g-core-board,STC32G核心板
1674,\zlkeda\usb-led-lamp,USB_LED灯
1675,\limited\esp32-thermal-imager,ESP32热成像仪
1676,\jlllllc\stc32g12k128-lqfp48-minimum-syst,STC32G12K128_LQFP64最小系统_核心板
1677,\k1509446992\g913_87,罗技G913_G915（TKL）移植(已验证)
1678,\jasonyang17\keybox-rp2040v1,KeyBox_RP2040
1679,\silas3082\esp32,基于esp32_c3的多合一台灯控制器
1680,\lidapiao\esp32-internet-of-things,基于esp32和xbox手柄的气垫船
1681,\wuguangda1997\ji-yu-sl2-1a-de-4-kou-usb-hub,基于SL2.1A的4口USB2.0_HUB
1682,\liuduo2001\quick-power-hub,融合快充协议的大功率拓展坞
1683,\ayong36\esp32-bluetooth-remote-control-c,ESP32蓝牙遥控车
1684,\lennone\design-of-rfid-access-control-id,基于ESP32的RFID门禁ID卡设计
1685,\qiushenghua\9v-dian-chi-fa-la-dian-rong,9V电池(法拉电容)
1686,\mtmn9\esp32c6-based-iot-development-bo,基于ESP32C6的物联网开发板
1687,\lian103795\otl,OTL准互补功放
1688,\ly0630\ch552-duo-gong-neng-kai-fa-ban,基于CH552的电脑性能检测屏幕
1689,\bisen\ji-yu-51-dan-pian-ji-de-ban-dao-ti-che-jian-wen-shi-du-kong-zhi-qi-mo-xing,基于DHT11与_STC89C52_的半导体车间温湿度控制仪
1690,\mofa1hao\esp32s3oled-screen-board,ESP32S3_OLED屏幕板
1691,\tsl0922\stm32f103c8t6,STM32F103C8T6开发板
1692,\fxue\esp32-mqtt-data-display,基于esp32的home_assistant遥控器
1693,\mlpzaq9998\2-5g-wang-guan-jiao-huan-ji,2.5G网管交换机
1694,\liuwxx\qu-dong-ban-02,基于立创·梁山派的简单蓝牙小车设计
1695,\djxzxf\ne555pwm,桌面风扇_焊锡排风扇
1696,\gooldot\12voatx_2024-08-12,12VO转ATX24
1697,\clistery\esp32-based-switch,基于_ESP32_的桌面时钟
1698,\kongyouxether\stm32f407zgt6-pei-he-he-xin-ban-kai-fa-ban,STM32F407ZGT6配合核心板开发板
1699,\zdfwyh1688\esp32-s3hub75e-controller,ESP32_S3_HUB75E_控制器
1700,\michey98\agm32vf103_qfn48,AGM32VF103_QFP48
1701,\yuexiafengqi\altium_-zhuo-mian-wen-shi-du-bai-jian-_2024-07-05,第九届立创电赛_电子桌面摆件
1702,\xenon20488\luo-ji-g913-yuan-ban,罗技G913原理图&魔改（已通过验证）
1703,\prclimb\open_elrs_jr_holyhi,ELRS双子座高频头
1704,\liubin001\esp8266-ban-_2024-08-22_21-29-19,ESP8266_UNO_V1.0
1705,\lilinling\dc-zhuan-jie,DC转接
1706,\srthriuyk\temperature-and-humidity-clock-b,基于STM32的温湿度时钟
1707,\fazhe5\conlock,ConLock寝室智能指纹锁
1708,\morinaka\esp32-gbc-you-xi-ji,基于ESP32_S3的C19掌机（适配GBC外壳）
1709,\l-z-r\2024-changshu-institute-of-techn,2024常熟理工学院电赛校内赛——循迹小车
1710,\labman_printer\eoast_stm32,南邮电院2024年STM32最小系统板扩展板
1711,\liulizhaoxuan\stc32-balance-car,STC32平衡车
1712,\pker\xiao-dian-bao,小电宝（基于IP5407）
1713,\woshiciji\duo-lu-jia-fa-jian-fa-qi,多路同向加法_减法器
1714,\djordje\esp32-wroom-32ue-n4,基于ESP32_WROOM_32UE_N4检测器
1715,\alben\tuo-zhu-a1mini-bu-guang-deng,拓竹A1Mini补光灯
1716,\pker\zui-xiao-c8t6,stm32f103c8t6最小系统板
1717,\bnotb\interface-isolation-board-for-ul,适用于UltraLink的接口隔离板
1718,\sl8620\yi-tuo-liu-fen-dian-ban,一拖六分电板
1719,\fly2020pig\smartknob-smart-knob-v2,SmartKnob智能旋钮
1720,\fc_404\wch-link-v1,[wch_link]最新超迷你下载器
1721,\tiuyt586\sun,三伏太阳能充电模块
1722,\mksss\stm32gametoy-game-machine-ver10,_STM32_GameToy游戏机ver1.0
1723,\yizhidianzi\ev2400_cheap,[已验证]EV2400_经济型_基于MSP430F5529
1724,\daocaovip\mian-bao-ban-zhuan-jie-ban-ov7670camera,面包板转接板_ov7670_Camera
1725,\khoo\xiao-yuan-di-tu-nfc-ka,福建师范大学校园地图NFC卡
1726,\joye_wang\tkeyboard87_v3,TKeyboard87_v3
1727,\windskys\h3-core,全志H3底板
1728,\520world\ji-bu-xi-mie-de-guang-ao-te-zhi-fu-yong-heng-zhi-guang-bai-jian,不熄灭的文明之光_钢铁侠永恒之光摆件
1729,\duanyll\stlink-sbu,Type_C_SWD_VCP_USB_一线通_ST_LINK
1730,\oneallin\dell-fu-wu-qi-dian-yuan-zhi-neng-qu-dian-he,手残的小偽Dell服务器电源修改版
1731,\520world\wo-de-shi-jie-da-bao-jian,复刻我的世界大宝剑_太阳能及超级电容版本
1732,\u202213836\simple-power-supply-module-for-mcu,简易单片机供电模块
1733,\m4um4um4u\stm32f103vet6-core-board,STM32F103VET6核心板
1734,\kiritro\windows-hello-zhi-wen-mo-kuai-zhuan-jie-ban,WindowsHello指纹模块
1735,\jasonyang17\lan-ya-zhuan-mqtt-wang-guan,蓝牙转mqtt网关
1737,\jasonyang17\esp32c3-zui-xiao-xi-tong-ban-v1,KeyBox_ESP32C3_V1
1738,\woshiciji\kuan-dai-vga,宽带VGA及控制板
1739,\zdfandwyh\esp32-s3hub75e-controller,ESP32_S3_HUB75E_控制器
1740,\wmf2005\quanzhi-h3-baseplate,全志H3
1741,\tyy47\usb2-0-tuo-zhan-wu-2-usb-1-2-54usb-2-uart-1-stlink,USB2.0拓展坞(3_USB+2_UART+1_STlink)
1742,\blackblock\bldc-desk-fan,BLDC桌面风扇
1743,\yaoshan-ju-shi\han-mei,线性磁轴键盘_寒梅
1744,\jabal\dian-jian-zhuan-jie-qi-_ch552g,MorseLink_____CW电键转接器
1745,\jjhdmlz\51_gamePad_STC8H,[全球首发][原创代码]stc8h_51_usb手柄_基础版
1746,\fourteenzzh37\sky-star-pid-learning-board,天空星智能小车学习板
1747,\lilidream\tai-shan-pai-duo-ping-mu-tuo-zhan-ban,泰山派多屏幕拓展板
1748,\bnnnh\video-surveillance-system-based-,基于esp32的视频监控系统
1749,\zpsheoaino-g\lin-suan-tie-li-dian-chi-chong-dian-mo-kuai-cn3058e,磷酸铁锂电池充电模块CN3058E
1750,\2039517453qq\control-class-competition,_活动_训练营__简易数字示波器
1751,\dczyewen\xds110-debug-probe,XDS110测试探针
1752,\daocaovip\kai-fa-ban-kuo-zhan-ban,立创GD32E230开发板扩展板1.2
1753,\davidfeng\duet3-6hc-v210,Duet3_6HC_3D打印机主板
1754,\fanghaoling\lm5164-dian-yuan-mo-kuai,LM5164电源模块（7~70V降5V+3.3V）
1755,\fs2z\ip2312-lithium-battery-charging-,IP2312锂电池充电模块_0805封装手残党必备
1756,\star\mini-tiny-cheapLink-opensource-v1,迷你DapLink_降本版：苔泥·基尼·戴普·林克
1757,\roboticlib\dian-ci-fa-qu-dong-ban,24V电磁阀驱动板
1758,\miszhou\look4sat-satellite-tracking-ptz-stepper-motor-version,Look4Sat卫星跟踪云台步进电机减速版
1759,\morinaka\mori-de-gbasp-yuan-ji-fu-ke,mori的GBASP原机复刻PCB
1760,\wandaeda\3d-da-yin-zhao-pian-deng-guang-ban,3D打印照片灯光板
1761,\user_cecilia\air001,水仙花_AIR001_TSSOP20
1762,\323380cc\new-project_2024-08-07_10-44-40,基于STC8H1K08的计时器设计
1763,\hizf\stc-pico,STC_Pico
1764,\sunflower2333\ch343p_3v3_1v8,MINI_1P8_3V3_CH343P_串口转USB
1765,\sunflower2333\2024clock,ESP32_S3_闹钟
1766,\lixingy\stlinkv2type_pro,STLINKV2TYPE_pro
1767,\q508\cai-se-chen-jin-xiao-kong-long,彩色沉金小恐龙
1768,\bredream\stm32f103c8t6-minimum-system-boa,STM32F103C8T6最小系统板
1769,\aperxman\canable-u2r_cp2102,CANable和USB转TTL_RS232_RS485二合一
1770,\aknice\rp2040-kai-fa-ban,_蔚蓝档案_树莓派RP2040彩色丝印开发板
1771,\aknice\azure-archives-only-feather-green,_蔚蓝档案_才羽绿光环小夜灯
1772,\aknice\wei-lan-dang-an-cai-yu-tao-jing-guang-huan-xiao-ye-deng,_蔚蓝档案_才羽桃井光环小夜灯
1773,\huoying123456\stm32f103c8t6-duo-gong-neng-kai-fa-ban,STM32F103C8T6多功能开发板
1774,\yang3611\smart-home-system-based-on-lexin,基于乐鑫ESP32的智能家居系统
1775,\huoying123456\51-dan-pian-ji-pwm-feng-shan,51单片机PWM风扇（带单片机全自动下载器）
1776,\wkfjlc\usb3-0hub,USB3.0HUB
1777,\g122622\writing-robot-based-on-esp32,基于ESP32的写字机器人
1778,\waterman\esp32-based-thermal-printer,基于esp32的热敏打印机
1779,\sakura216\kou-dai-ji-bie-duo-gong-neng-gong-ju,#口袋级别多功能工具
1780,\guchujun\stc-voltage-ammeter,STC8H8K64U开发板
1781,\arcx_1219\am32esc_aio,AM32航模无刷电调AIOESC
1782,\fanzhipeng0210\a28_dev,a28_dev：基于泽耀A28模块的简单评估板
1783,\qingmeijiupiao\esp32robo,ESP32开发板套件
1784,\pezer\usb-ttl-ch340n,CH340N串口（已验证）
1785,\fourteenzzh37\tb6612-shuang-lu-qu-dong-ban,TB6612四路编码驱动
1786,\fourteenzzh37\tb6612-four-way-coding-driver-bo,TB6612四路编码驱动板
1787,\aystmjz\gong-xun-sai,23工训赛国银小车控制板
1788,\ash-bb\qian-suan-dian-chi-chong-dian-qi,CN3768_12V铅酸电池充电器
1789,\dljy711\ad9361-fpga-tu-pian-chuan-shu-gong-cheng-_2024-05-20_21-07-04,AD9361+FPGA图片传输模块
1790,\laobainb\stc8h8k64u-lqfp64-he-xin-ban,STC8H8K64U_LQFP64核心板
1791,\ewbdva\liang-shan-pai-zhi-neng-xiao-che,梁山派智能小车
1792,\phineas\pcbdianjijlc,PCB电机_12N16P
1793,\ackict\duo-ceng-mo-kuai-hua-dian-qu-v1-0-1,多层模块化电驱V1.0
1794,\mush99\st32can-communication-module,STC32_USB_CAN通信模块
1795,\zsq2000120\stm32f103-flight-control-using-naza-firmware,stm32f103飞控采用naza固件
1796,\lhj3737202\minimum-systems-and-procedures-f,控制舵机的最小系统和程序
1797,\annn4174\kuo-zhan-ban,ESP8266扩展学习板
1798,\a0174225\intelligent-humidifier,智能加湿器
1799,\ltyxh\chao-dian-zhu-kong-model-yi,RM超级电容主控Model_Yi___PSP战队
1800,\godsama\bicycle-electronic-fence-based-o,基于ESP32的自行车电子围栏
1801,\icac3216\hei-shen-hua-wu-kong,《黑神话：悟空》亚克力周边
1802,\ziti\j-link-ob-ra4m2jlinkob,J_Link_OB_RA4M2（Jlink_OB）
1803,\mowei\stc8h8k64u-optocoupler-plate,STC8H8K64U光耦板
1804,\zjx444555\shui-xia-xiang-ji-zhu-ban,水下相机主板
1805,\watney\voltage-ammeter-cw32,电压电流表___CW32
1806,\use1\li-chuang-liang-shan-pai-development-board-ros-wheat-wheel-trolley-project,_立创·泰山派开发板_小手机项目
1807,\ltyxh\psp-zhan-dui-duo-xiang-chao-dian,_RM24_超级电容控制器___Pacific_Spirit战队
1808,\asunar2\bi-ye-she-ji,Simple_Foc四足轮组机器人控制验证板_毕业设计
1809,\youguang360\zhi-neng-feng-shan-2,智能风扇2
1810,\morempty\kai-fa-ban-shou-na-he,开发板收纳盒
1811,\hunan-university-of-science-and\xin-dian-xie-hui,湖南科技大学信电协会饭卡（可以焊接灯珠）
1812,\tang1999\19v-ups,小主机NAS的19V_不间断电源（UPS）
1813,\webfly\esp32c3-minimum-system-board,STC32G12K128小开发板
1814,\kelly-yanshou\514-test-test,验收工程11
1815,\xiaobaichi\epd-reader,EPD_Reader
1816,\luanxikun\dian-ming-qi,Lucky_Select_幸运星选点名器
1817,\jwb3047975836\sheng-qi-ji-qi-ren,电子生气机器人（超全开源教程）
1818,\tnanastar\at32f425k8u7-4-kai-fa-ban,AT32F425K8U7_4__开发板
1819,\tnanastar\cp2102n_usb-ttl,CP2102N_USB_TTL
1820,\gaoyang9992006\mini-multi-band-radio,迷你多波段收音机
1821,\xwuhuanying\esp-desktop-multifunction-clock,esp桌面多功能时钟
1822,\cx289\esp32-voice-assistant,ESP32语音助手
1823,\bian_nei\stm32f722_betaflight_v2-0,_飞控_STM32F722飞控_By_Bian
1824,\ww_w\yuan-cheng-kai-guan,远程开关灯装置
1825,\seanpu\tfsd,面向ESP32_S3的TF卡驱动板
1826,\shandianshentou\stm32f407vet6_2_2023-08-30_14-30-39,基于STM32F407的7轴打印主板
1827,\shandianshentou\ji-yu-stm32f103-de-4-zhou-da-yin-zhu-ban-_2023-10-25_19-32-10,基于STM32F103的4轴打印主板4层_专业版
1828,\liwx\cw32-voltage-ammeter,CW32便携式电压电流表
1829,\gaochen1\wen-shi-du-ji-sht20,温湿度计_sht20
1830,\okyo\touch-screen-development-board,触摸屏幕开发板
1831,\miss510\cw32_voltage_ammeter,(复刻学习)CW32电压电流表
1832,\moranan\voltage-ammeter-training-camp,CW32电压电流表
1833,\wwwwwwwwwwwwwwwwwwww\long-xin-1c102-zui-xiao-xi-tong-ban,龙芯1C102开发板
1834,\sfyang11\mmos-li-fan-kui-fang-xiang-pan-diy-v1-3,MMOS力反馈方向盘diy_V1.3
1835,\sunnygold\esp32s3-si4732-shou-yin-ji,ESP32S3_SI4732_Receiver
1836,\nokia82\cubli_-ping-heng-li-fang-ti,Cubli_平衡立方体___三路FOC开发板
1837,\f420-pcb\mspm0g3507sptr-he-xin-ban-v2-0,MSPM0G3507SPTR核心板
1838,\meibao\xing-shan-kai-fa-ban,星闪开发板
1839,\lovelonelytime\pcm5102a-based-high-resolution-3,基于PCM5102A高解析度32位384KHz数字桌面耳放
1840,\windskys\rtl8188ftv,适用于NanoPi_Neo3的无线网卡模块
1841,\wandaeda\zhuo-mian-12-li-mi-diao-su-feng-shan,桌面12厘米调速风扇
1842,\trump6\2024h-ti-zi-dong-xing-shi-xiao-che,2024H题自动行驶小车
1843,\1927y\51-dan-pian-ji-ke-cheng-she-ji,51单片机课程设计—可监测温湿度的时钟桌面小摆件
1844,\kongyouxether\bmi088_spi-xiao-ban-_2024,BMI088_SPI小板_2024
1845,\marxing\m-2-he-xin-zhu-kong-ban-bu-fen,M.2核心主控板STM32f103c8t6最小系统
1846,\ashenhackbuteer\16bit-voltage-and-current-acquis,立创地文星16bit电压电流采集表
1847,\dwwzl302\lm317-wen-ya-mo-kuai,LM317稳压模块
1848,\xiaomao0v0\xiayu_nfc_open,_赛博谷子_把朋友的自设做成了会发光的二合一NFC卡片
1849,\yyyww\dai-ge-li-de-stinlink,带隔离的ST_LINKV2下载器
1850,\lumax\esp3224g-asset-tag-regulatory-re,ESP32&2.4G资产标签监管读卡器
1851,\qsszbsc\mini-poe-separation-module-v20,迷你POE分离模块V2.0
1852,\liubc100\cw32-voltage-ammeter,CW32电压电流表
1853,\dalichuqj\micro-voltage-serial-port-acquis,电压电流采集模块
1854,\wddxsxz\voltage-ammeter,电压电流表
1855,\xljxlj\um482_rtk,基于UM482模组的RTK模块
1856,\ling609191136\liang-shan-pai-you-xi-ji-kuo-zhan-ban-2-cun-ping-mu-wai-jie-yao-gan,梁山派游戏机扩展板+2寸屏幕+外接摇杆
1857,\lingyundesign\heavenly-ble,_彩色丝印_音乐贺卡_天官赐福
1858,\swordfish\tps7a4701-3301-xian-xing-dian-yuan,TPS7A4701_3301_线性电源
1859,\min_li\voltage-and-current-detector,立创·地文星CW32数字电压电流检测仪
1860,\chenlingluoxin\miss-device-5,想念器5号
1861,\891101a\cw32-based-voltage-ammeter-enhan,基于CW32的电压电流表加强版
1862,\hotant\ch582m-board,CH582M最小系统板
1863,\fanghaoling\rockchip3399-he-xin-ban,RK3399核心板
1864,\maizhangze\quan-qiao-sg3525,SG3525_全桥_逆变
1865,\littleliu\h3core-baseboard,全志H3锐尔威视底板
1866,\gutao3800\esp32-electricity-monitoring-wit,esp32_pzem004用电监测温湿度人在传感器
1867,\llop\voltage-ammeter,地文星_电压电流表
1868,\ddman233\lightmeter,平平无奇的测光表
1869,\dgq5612200\usb-to-ttl-485-232-ch344,USB转TTL_485_232_三合一.4通道串口通信工具
1870,\lilinling\dian-yuan-ban,TYPE_C集线板_36电机
1871,\flyangus\esp32s3,立创ESP32S3扩展板
1872,\liubin6320884\lu-ban-miao-4-san-re-mo-kuai,鲁班猫4散热模块
1873,\lililip\bluetooth-speaker-network-radio-,蓝牙音箱+网络电台+ai对话三合一
1874,\cn430124\hua-wei-fu-wu-qi-_csps-dian-yuan-_esp8266-zhi-neng-qu-dian-ban,华为服务器_CSPS电源_esp8266智能取电板
1875,\lima5531\jw3651-buck-boost,DJI_AIR2S_充电模块_基于JW3651
1876,\aramy\lightning-warning,闪电预警
1877,\fuckfuckfuck\e549fdme-amoled-qu-dong-ban,E549FDME_AMOLED驱动板
1878,\chnmasterog\tp78_foc_-zhi-neng-xuan-niu-jian-pan-kuo-zhan-mo-kuai,TP78_FOC_智能旋钮键盘扩展模块
1879,\lswen\new-project_2024-08-07_19-51-57,XY_MB026A蓝牙模块底板
1880,\lswen\prodoc_board1_2024-08-10,MX_01P蓝牙模块底板
1881,\lswen\mx-01,MX_01蓝牙模块底板
1882,\monhoi\zhuo-mian-usb5v-dian-yuan-mp1584-mp2451,DC_DC验证_MP1584_SY8205
1883,\lsl_2023\voltage-ammeter-forest,_电压电流表训练营_基于CW32的电压电流表
1884,\tumuyan\va-meter-demo,兼测3.5mm耳机的cw32电压电流表
1885,\ddman233\esphufi-bo-fang-qi,ESPHuFi音乐播放器
1886,\bakacai\ch582f-jie-shou-qi,CH582F接收器
1887,\mr.xiaoyang\voltage-ammeter,电压电流表
1888,\carpedimez\diyDIY,USB2.0拓展坞
1889,\meika\voltage-ammeter-training-camp,CW32电压电流表
1890,\xhcx\cw32-voltage-ammeter-item,CW32电压电流表项目
1891,\fanghaoling\msp432p401-he-xin-ban,MSP432P401R核心板
1892,\user18518257306\diy-project,#第九届立创电赛#桌面温湿度仪DIY
1893,\pangciyuan\csps-zhuan-atx-ju-long-2,CSPS转ATX巨龙
1894,\qsqingshan\voltage-and-ammeter-based-on-cw3,基于CW32的电压电流表
1895,\vrxiaojie\esp32-based-desktop-dashboard,基于ESP32的桌面仪表盘
1896,\azunya\esp32-s3-dongle,ESP32_S3_Dongle___USB_WiFi_网卡
1897,\5218057s\sl2-1a-tuo-zhan-wu,SL2.1A拓展坞和air001驱动的ws2812流水灯
1898,\adlfzhang\voltage-ammeter-training-camp,电压电流表训练营
1899,\iiiv\aipi-cam200_-di-zuo-_v02,AiPi_CAM200_底座
1900,\yan1n4007\51-single-chip-bluetooth-car,51单片机蓝牙小车
1901,\chisbread\chisflash-pichu,ChisFlash_V0.1_青春版_开源GBA烧录卡
1902,\chisbread\chisflash-prometheus,ChisFlash_V1.0_开源GBA烧录卡
1903,\roudragon\dian-ci-pao-she-ji,电磁炮设计
1904,\golden_nianhua\cw32-voltage-ammeter,CW32电压电流表
1905,\gao-shi-qing-tuan-dui\foc_driver,FOC_Driver
1906,\lxzscience\flipperzero-little-dolphin-cc110,Flipperzero小海豚CC1101_NRF24扩展板模块
1907,\asdawadwe213\esp32c3-zui-xiao-xi-tong-ban-bian-xie-kai-fa-ban,基于esp32c3_fh4设计的温湿度计_联网天气
1908,\the_examiner_a\jialichuang-training-camp-projec,基于立创地文星CW32的数字电压电流表
1909,\tsxx42mcj\stm32f446-fei-kong-smt_v,stm32f405飞控兼容stm32f722与f446
1910,\cefr\lichuang-oscilloscope,#训练营#立创示波器
1911,\qyjqyj\openmv,已停产的星瞳科技OpenMV4_H7_R1
1912,\xieyv\usb20-docking-station-v10,USB2.0扩展坞_V1.0
1913,\sakura216\voltage-current-meter,阿里云平台+cw32单片机多功能桌面工具
1914,\naicha123\stm32g431-wu-shua-dian-ji-qu-dong,_开拓者_STM32G431无刷电机驱动
1915,\lemon_wifi\CH32L103_EVT,CH32L103_PD开发板
1916,\robcon\stm32f407-kai-fa-ban-v2,[已验证]_stm32f407开发板
1917,\lemon_wifi\stm32g071,STM32G071_2PD开发板
1918,\xiaohanxdzdy\xhzl-link242-inch-oled-power-sup,__XHZL_Link_（2.42寸OLED供电版本）
1919,\wang7606\75-inch-ink-screen-label-transfo,7.5寸保资墨水屏标签改造_墨水屏天气站_带温湿度_连接和风天气
1920,\dapenson\qi-beng-kong-zhi-ban,气泵控制模块
1921,\alaskachinese\Air32-Arduino,_孤独摇滚彩色丝印_Air32_Arduino
1922,\yajunwu\usb_ttl,usb_ttl
1923,\ycsmn\design-project-based-on-lichuang,基于立创_开发板的设计项目
1924,\linux-rm-member\computer-panel,电脑前面板，重启、电源按钮，开机、硬盘指示灯
1925,\czchao\voltage-ammeter,基于立创·地文星CW32F030C8T6开发板的电压电流表
1926,\jiao_chi\xc7k325t-900-he-xin-ban-v1-0,XC7K325T_900核心板V1.0
1927,\qingf\rp2040-3d-da-yin-ji-zhu-ban,rp2040模块_3d打印机主板
1928,\steamreg\ji-yu-CH334Ude-USB2.0-HUB,基于CH334U的USB2.0_HUB
1929,\emolife\mi-ni-wu-xian-kai-guan,迷你无线开关
1930,\ghost119900\voltage-ammeter,usb_hub电压电流表
1931,\liufujie\current-and-voltmeter-training-c,CW32_电压电流表训练营
1932,\q508\dao-tong-zhuan-jie-ban,纽扣电池充电器
1933,\annn4174\xhu_nfc-xi-hua-da-xue-xiao-yuan-di-tu-nfc-ka,南昌大学科学技术学院校园卡PCB
1934,\jlc-ljh\hai-kang-qiu-ji-ji-xin-zhuan-jie-ban-2-0-bei-fen,海康球机机芯转接板2.1
1935,\jy2054289596\streamed-butterfly-shadow,蝴蝶女神
1936,\l734015412\GPD-Pocker3-4Gmu-kuai,GPD_Pocker3_4G模块
1937,\shun2024\usb-port-wifi-control-relay-base,基于esp33_wroom_32e的usb_口wifi控制继电器
1938,\youth-yu\jiu-jiu-pai-2k0300-ping-mu-tuo-zhan-ban,久久派2k0300屏幕转接板_龙芯开发板
1939,\hzy3774\ws2812-5050-lv-ji-ban-8x8-deng-ban,WS2812_5050铝基板8X8灯板
1940,\hzy3774\ws2812-matrix-8x8-supermini,WS2812_Matrix_8x8使用ESP32C3Mini驱动
1941,\xiaoqi_ks66\mspm0g3507-he-xin-ban,MSPM0G3507核心板
1942,\longpo\networking-car,51单片机麦轮小车
1943,\gnhl173\py32f002a-ce-shi-ban,普冉PY32F002A最小系统板
1944,\xiaoqi_ks66\tm4c123g-he-xin-ban,TM4C123GH6PZT核心板
1945,\lkuzi\wheat-wheel-trolley-based-on-stc,基于STC32的麦轮小车
1946,\tency\chu-gui-kai-men-gan-ying-deng,橱柜感应照明灯
1947,\lininori\lithium-battery-charge-and-disch,锂电池充放电管理板
1948,\him793\mini-han-dao,[PD充电]mini涵道握力控制器
1949,\q508\liu-xing-xiao-kong-long,流星小恐龙
1950,\xiaocc22\dian-yuan-zhuan-jie-ban,电源转接板
1951,\reel_to_reel\flipper_cn,flipper_fc
1952,\reel_to_reel\flipper,flipper
1953,\steve145\dslogic-zhuan-jie-ban,dslogic梦源逻辑分析仪转接板
1954,\xjtu-wyz\outware-lvds_board,群创HJ070NA_13A屏幕供电板及LVDS电平转换电路
1955,\jia_ming\mach3-interface-board,mach3_接口板
1956,\vegetablesnake\gong-lv-xin-hao-yuan,功率信号源
1957,\lsanor\j-link-ob-ra4m2_v1-1_24-06-04,J_Link_OB_RA4M2_V1.1，全能版OB
1958,\zjut_pac\ina232-236,INA232_236
1959,\animal\stm32f103c8t6-development-board,STM32F103C8T6开发板
1960,\soulhand\ov7670_2024-08-06_12-12-46,OV7670模组
1961,\bing-lan-se-team\pair-atom-module,正点原子模块
1962,\al_user\m0g3507_pro,MSPM0G3507开发板
1963,\nazarite\ji-cheng-yao-kong-witch,基于NRF24L01的遥控器
1964,\yoll43\stm32f407zgt6-main-control-panel,RC行者机器人实验室_STM32F407ZGT6主控板
1965,\lucky777777\taishan-development-board-training-camp,基于_立创·泰山派开发板_的小手机
1966,\mcykin\qfp48-shao-lu-zuo-ce-shi-jia,QFP48烧录座测试架
1967,\mdss\zhuan-jie-ban,esp32s3手表开发简单版
1968,\adleo\chu-zhong-qi-dian-_2024-02-14_20-15-43,XL2596S_3A恒流电源——12V_5V(未打样验证）
1969,\chongzi\esp323d-printer-control-board,ESP32_3D打印机控制板
1970,\gmcc\icm_r4,ICM_3D打印机辅助运动轴控制模块
1971,\xxkj2010\74hc595-tester-made-with-stc12c5,用STC12C5616AD制作的74hc595测试仪
1972,\02mydarling\stm32f103c8t6,STM32F103C8T6最小系统板
1973,\nazarite\rc-walker-robot-laboratory-stm32f407zgt6-main-control-board,RC行者机器人实验室STM32F407ZGT6主控板
1974,\xinxiangjueming\t48-emmc-xia-ya-zuo,T48_isp转接下压座
1975,\gu2188\stm32h750vbt6-lvgl-test,STM32H750VBT6_LVGL—TEST
1976,\cokll\8266-jie-shou-ji,[已验证]8266接收机+AMOLED_esp32开发板_平替
1977,\sw45\feng-shan-kong-zhi-ban,散热风扇控制板
1978,\520world\deskhop-jian-pan-shu-biao-gong-xiang-qi,DESKHOP两台电脑键盘鼠标共享器_基于RP2040芯片
1979,\luosongsong\djimini3-series-mini4-series-ptz,DJI_Mini_3系列_mini4系列云台探照灯
1980,\zh3252\stm32h723zgt6-kai-fa-ban,STM32H723ZGT6开发板
1981,\li31951\at32f403acgu7-he-xin-ban-jian-rong-c8t6-he-xin-ban,AT32F403ACGU7核心板(兼容C8T6核心板)
1982,\li31951\at32f403acgt7-he-xin-ban-jian-rong-c8t6-he-xin-ban,AT32F403ACGT7核心板(兼容C8T6核心板)
1983,\djxzxf\tian-kong-xing-xiao-che-kuo-zhan-ban,天空星小车扩展板
1984,\jlc_laoxu\stc32g12k128-development-board,STC32G12K128开发板
1985,\ziti\j-linkbasev9jlinkv9,J_Link_BASE_V9_(Jlink_V9)
1986,\liyuyuyu\dian-diao,ch32v203电调
1987,\wanfang\ch552g-fang-zhen-qi,CH552G仿真器、daplink
1988,\user_cecilia\stc8h_stc32g,STC8H_STC32G
1989,\wang7606\wildfire-luban-cat-cat2mipi-turn,野火鲁班猫CAT2_MIPI_转RGB666_86屏_附点亮驱动
1990,\offical-hang\ebaz4205-tuo-zhan-ban,EBAZ4205拓展板_矿板_ZYNQ
1991,\tamamo\fang-zhou-tong-xing-zheng,尘白禁区仿明日方舟通行证NFC卡_公交卡
1992,\hty12138\voltage-and-ammeter-based-on-cw3,基于CW32的数字电压电流表
1993,\iiiv\ai-bs21-xing-shan-he-xin-ban,AI_BS21_32S星闪核心板
1994,\o0v0o\1-2-cun-240-240ips-ping-mu,老王1.2寸240_240IPS屏幕转接板
1995,\design_xiaobai\liang-shan-pai-you-xi-ji,梁山派NES游戏机
1996,\chenrunyu\tkx-stc32g,具有天空星开发板功能的STC32G12K128开发板
